Date,cumulative_return
2022-11-14,1.9409757646959753
2022-11-15,1.9836197172278331
2022-11-16,1.897507209613201
2022-11-17,1.87233445979773
2022-11-18,1.8421774957183374
2022-11-21,1.825495126538241
2022-11-22,1.9058184451177724
2022-11-23,1.964044353762084
2022-11-25,1.934875578225025
2022-11-28,1.8846625645007737
2022-11-29,1.861200315744266
2022-11-30,2.0099847478812163
2022-12-01,2.0339702310392953
2022-12-02,2.005596529692876
2022-12-05,1.9706632548325063
2022-12-06,1.9000476196703073
2022-12-07,1.9104198469309388
2022-12-08,2.024632177846981
2022-12-09,2.0085450521655335
2022-12-12,2.063468470667073
2022-12-13,2.1176977341593815
2022-12-14,2.071239404398321
2022-12-15,1.9898802130351827
2022-12-16,1.944174308575338
2022-12-19,1.908231541926524
2022-12-20,1.88516873662059
2022-12-21,1.931076964441089
2022-12-22,1.7985460615977866
2022-12-23,1.7831998521702042
2022-12-27,1.6577822770031019
2022-12-28,1.6487337868491643
2022-12-29,1.7161130500510744
2022-12-30,1.7181366306527357
2023-01-03,1.6757125556878156
2023-01-04,1.7257047357402906
2023-01-05,1.6717187041316888
2023-01-06,1.7393740225288448
2023-01-09,1.8257523376847398
2023-01-10,1.8554038623037097
2023-01-11,1.8695880367801903
2023-01-12,1.923977362167736
2023-01-13,1.9656529816809
2023-01-17,2.0568498447637733
2023-01-18,2.020803385828634
2023-01-19,1.9553134858450005
2023-01-20,2.074502003942904
2023-01-23,2.2260782594620614
2023-01-24,2.2357574427865234
2023-01-25,2.2408222301126597
2023-01-26,2.3026484272322993
2023-01-27,2.3743429565436007
2023-01-30,2.237744098502377
2023-01-31,2.2825651517710446
2023-02-01,2.4365114265881878
2023-02-02,2.526240171687
2023-02-03,2.465665652096806
2023-02-06,2.464721135480911
2023-02-07,2.5830454787372377
2023-02-08,2.5872113484993235
2023-02-09,2.6030595477071112
2023-02-10,2.484654672798459
2023-02-13,2.541253816774335
2023-02-14,2.673310813495247
2023-02-15,2.655417680646422
2023-02-16,2.567468801802517
2023-02-17,2.5047343433721228
2023-02-21,2.41843801573753
2023-02-22,2.430031197164254
2023-02-23,2.7412294870539533
2023-02-24,2.696970482887756
2023-02-27,2.725907856650688
2023-02-28,2.6948912793902315
2023-03-01,2.636505253888316
2023-03-02,2.6956251293439837
2023-03-03,2.7652694838886727
2023-03-06,2.729932381048605
2023-03-07,2.6971652252768803
2023-03-08,2.788994509402327
2023-03-09,2.7038154438024837
2023-03-10,2.6528525007511607
2023-03-13,2.655267480621299
2023-03-14,2.7770211507314935
2023-03-15,2.793619156004356
2023-03-16,2.9359770471148776
2023-03-17,2.952587522692801
2023-03-20,2.9746546002306946
